year,layer,country,metric,value
2020,wheat,HRV,DE,0.0
2020,wheat,HTI,DE,0.0
2020,wheat,HUN,DE,0.0
2020,wheat,IDN,DE,0.0
2020,wheat,IND,DE,0.0
2020,wheat,IOT,DE,0.0
2020,wheat,IRL,DE,0.0
2020,wheat,IRN,DE,0.0
2020,wheat,IRQ,DE,0.0
2020,wheat,ISL,DE,0.0
2020,wheat,ISR,DE,0.0
2020,wheat,ITA,DE,0.0
2020,wheat,JAM,DE,0.0
2020,wheat,JOR,DE,0.0
2020,wheat,JPN,DE,0.0
2020,wheat,KAZ,DE,0.0
2020,wheat,KEN,DE,0.0
2020,wheat,KGZ,DE,0.0
2020,wheat,KHM,DE,0.0
2020,wheat,KIR,DE,0.0
2020,wheat,KNA,DE,0.0
2020,wheat,KOR,DE,0.0
2020,wheat,KWT,DE,0.0
2020,wheat,LAO,DE,0.0
2020,wheat,LBN,DE,0.0
2020,wheat,LBR,DE,0.0
2020,wheat,LBY,DE,0.0
2020,wheat,LCA,DE,0.0
2020,wheat,LKA,DE,0.0
2020,wheat,LSO,DE,0.0
2020,wheat,LTU,DE,0.0
2020,wheat,LUX,DE,3.10093182817813e-06
2020,wheat,LVA,DE,0.0
2020,wheat,MAC,DE,0.0
2020,wheat,MAR,DE,0.0
2020,wheat,MDA,DE,0.0
2020,wheat,MDG,DE,2.382786480560604e-06
2020,wheat,MDV,DE,0.0
2020,wheat,MEX,DE,0.0
2020,wheat,MHL,DE,0.0
2020,wheat,MKD,DE,0.0
2020,wheat,MLI,DE,0.0
2020,wheat,MLT,DE,0.0
2020,wheat,MMR,DE,0.0
2020,wheat,MNE,DE,0.0
2020,wheat,MNG,DE,0.0
2020,wheat,MOZ,DE,0.03469707014389173
2020,wheat,MRT,DE,0.0
2020,wheat,MSR,DE,0.0
2020,wheat,MUS,DE,0.0
2020,wheat,MWI,DE,0.10496670004275055
2020,wheat,MYS,DE,0.0
2020,wheat,NAM,DE,0.0
2020,wheat,NER,DE,0.0
2020,wheat,NFK,DE,0.0
2020,wheat,NGA,DE,3.7677592465485025e-06
2020,wheat,NIC,DE,0.0
2020,wheat,NLD,DE,2.7186602957052995e-07
2020,wheat,NOR,DE,2.0574818381855724e-06
2020,wheat,NPL,DE,0.0
2020,wheat,NRU,DE,0.0
2020,wheat,NZL,DE,0.0
2020,wheat,OMN,DE,0.0
2020,wheat,PAK,DE,0.0
2020,wheat,PAN,DE,0.0
2020,wheat,PER,DE,0.0
2020,wheat,PHL,DE,0.0
2020,wheat,PLW,DE,0.0
2020,wheat,PNG,DE,0.0
2020,wheat,POL,DE,0.0
2020,wheat,PRK,DE,0.0
2020,wheat,PRT,DE,8.12613429959213e-08
2020,wheat,PRY,DE,0.0
2020,wheat,PSE,DE,0.0
2020,wheat,PYF,DE,0.0
2020,wheat,QAT,DE,0.0
2020,wheat,ROU,DE,0.0
2020,wheat,RUS,DE,0.0
2020,wheat,RWA,DE,0.0
2020,wheat,S19,DE,0.0
2020,wheat,SAU,DE,0.0
2020,wheat,SDN,DE,0.0
2020,wheat,SEN,DE,0.0
2020,wheat,SGP,DE,0.0
2020,wheat,SGS,DE,0.0
2020,wheat,SLB,DE,0.0
2020,wheat,SLE,DE,0.0
2020,wheat,SLV,DE,0.0
2020,wheat,SOM,DE,0.0
2020,wheat,SRB,DE,0.0
2020,wheat,SSD,DE,0.0
2020,wheat,STP,DE,0.0
2020,wheat,SUR,DE,0.0
2020,wheat,SVK,DE,0.0
2020,wheat,SVN,DE,0.0
2020,wheat,SWE,DE,0.0
2020,wheat,SWZ,DE,0.0
2020,wheat,SXM,DE,0.0
2020,wheat,SYC,DE,0.4202286884520457
2020,wheat,SYR,DE,0.0
2020,wheat,TCA,DE,0.0
2020,wheat,TGO,DE,0.0
2020,wheat,THA,DE,0.0
2020,wheat,TJK,DE,0.0
2020,wheat,TKM,DE,0.0
2020,wheat,TLS,DE,0.0
2020,wheat,TON,DE,0.0
2020,wheat,TTO,DE,0.0
2020,wheat,TUN,DE,0.0
2020,wheat,TUR,DE,0.0002163769299226932
2020,wheat,TZA,DE,1.1458129432191211e-07
2020,wheat,UGA,DE,0.0
2020,wheat,UKR,DE,0.0
2020,wheat,URY,DE,0.0
2020,wheat,USA,DE,0.0
2020,wheat,UZB,DE,0.0
2020,wheat,VAT,DE,0.0
2020,wheat,VCT,DE,0.0
2020,wheat,VEN,DE,0.0
2020,wheat,VGB,DE,0.0
2020,wheat,VNM,DE,0.0
2020,wheat,VUT,DE,0.0
2020,wheat,WSM,DE,0.0
2020,wheat,X1 ,DE,0.0
2020,wheat,X2 ,DE,0.0
2020,wheat,XX ,DE,0.0
2020,wheat,YEM,DE,0.0
2020,wheat,ZAF,DE,5.6499403766981536e-09
2020,wheat,ZMB,DE,0.0
2020,wheat,ZWE,DE,0.0
2020,wheat,_X ,DE,0.0
2020,ammonia,ABW,DE,0.0
2020,ammonia,AFG,DE,0.0
2020,ammonia,AGO,DE,0.0
2020,ammonia,ALB,DE,0.0
2020,ammonia,AND,DE,0.0
2020,ammonia,ARE,DE,0.0
2020,ammonia,ARG,DE,0.0
2020,ammonia,ARM,DE,0.0
2020,ammonia,ATG,DE,0.0
2020,ammonia,AUS,DE,0.6317895556717662
2020,ammonia,AUT,DE,0.0
2020,ammonia,AZE,DE,0.14240936098014523
2020,ammonia,BDI,DE,0.0
2020,ammonia,BEL,DE,1.3186701519402947e-07
2020,ammonia,BEN,DE,0.0
2020,ammonia,BFA,DE,0.0
2020,ammonia,BGD,DE,0.0
2020,ammonia,BGR,DE,0.0
2020,ammonia,BHR,DE,0.0
2020,ammonia,BHS,DE,0.0
2020,ammonia,BIH,DE,0.0
2020,ammonia,BLM,DE,0.0
2020,ammonia,BLR,DE,0.0
2020,ammonia,BLZ,DE,0.0
2020,ammonia,BMU,DE,0.0
2020,ammonia,BOL,DE,0.0
2020,ammonia,BRA,DE,0.0
2020,ammonia,BRB,DE,0.0
2020,ammonia,BRN,DE,0.0
2020,ammonia,BTN,DE,0.0
2020,ammonia,BWA,DE,0.0
2020,ammonia,CAF,DE,0.0
2020,ammonia,CAN,DE,0.0
2020,ammonia,CHE,DE,0.0
2020,ammonia,CHL,DE,0.0
2020,ammonia,CHN,DE,0.38580533200509054
2020,ammonia,CIV,DE,0.0
2020,ammonia,CMR,DE,0.0
2020,ammonia,COD,DE,0.0
2020,ammonia,COG,DE,0.0
2020,ammonia,COL,DE,0.0
2020,ammonia,CPV,DE,0.0
2020,ammonia,CRI,DE,0.0
2020,ammonia,CUB,DE,0.0
2020,ammonia,CUW,DE,0.0
2020,ammonia,CYM,DE,0.0
2020,ammonia,CYP,DE,0.0
2020,ammonia,CZE,DE,0.0
2020,ammonia,DEU,DE,0.0
2020,ammonia,DJI,DE,0.0
2020,ammonia,DNK,DE,0.0
2020,ammonia,DOM,DE,0.0
2020,ammonia,DZA,DE,0.0
2020,ammonia,E19,DE,0.0
2020,ammonia,ECU,DE,0.0
2020,ammonia,EGY,DE,0.0
2020,ammonia,ERI,DE,0.0
2020,ammonia,ESP,DE,0.0
2020,ammonia,EST,DE,0.0
2020,ammonia,ETH,DE,0.0
2020,ammonia,FIN,DE,0.0
2020,ammonia,FJI,DE,0.0
2020,ammonia,FRA,DE,0.0
2020,ammonia,FRO,DE,0.0
2020,ammonia,GAB,DE,0.0
2020,ammonia,GBR,DE,0.0
2020,ammonia,GEO,DE,0.0
2020,ammonia,GHA,DE,0.005833228467658902
2020,ammonia,GIB,DE,0.0
2020,ammonia,GIN,DE,0.0
2020,ammonia,GMB,DE,0.0
2020,ammonia,GNQ,DE,0.0
2020,ammonia,GRC,DE,0.0
2020,ammonia,GRD,DE,0.0
2020,ammonia,GTM,DE,0.0
2020,ammonia,GUY,DE,0.0
2020,ammonia,HKG,DE,0.0
2020,ammonia,HND,DE,0.0
2020,ammonia,HRV,DE,0.0
2020,ammonia,HTI,DE,0.0
2020,ammonia,HUN,DE,0.0
2020,ammonia,IDN,DE,0.0
2020,ammonia,IND,DE,0.5863561697583468
2020,ammonia,IOT,DE,0.0
2020,ammonia,IRL,DE,0.0
2020,ammonia,IRN,DE,0.0
2020,ammonia,IRQ,DE,0.0
2020,ammonia,ISL,DE,0.0
2020,ammonia,ISR,DE,0.0
2020,ammonia,ITA,DE,0.0
2020,ammonia,JAM,DE,0.0
2020,ammonia,JOR,DE,0.0
2020,ammonia,JPN,DE,0.06320012813384891
2020,ammonia,KAZ,DE,0.0
2020,ammonia,KEN,DE,0.0
2020,ammonia,KGZ,DE,0.0
2020,ammonia,KHM,DE,0.0
2020,ammonia,KIR,DE,0.0
2020,ammonia,KNA,DE,0.0
2020,ammonia,KOR,DE,0.378718746296541
2020,ammonia,KWT,DE,0.0
2020,ammonia,LAO,DE,0.0
2020,ammonia,LBN,DE,0.0
2020,ammonia,LBR,DE,0.0
2020,ammonia,LBY,DE,0.0
2020,ammonia,LCA,DE,0.0
2020,ammonia,LKA,DE,0.0
2020,ammonia,LSO,DE,0.0
2020,ammonia,LTU,DE,0.0
2020,ammonia,LUX,DE,0.0
2020,ammonia,LVA,DE,0.0
2020,ammonia,MAC,DE,0.0
2020,ammonia,MAR,DE,0.012647326663879608
2020,ammonia,MDA,DE,0.0
2020,ammonia,MDG,DE,0.007240172301727183
2020,ammonia,MDV,DE,0.0
2020,ammonia,MEX,DE,0.0
2020,ammonia,MHL,DE,0.0
2020,ammonia,MKD,DE,0.0
2020,ammonia,MLI,DE,0.0
2020,ammonia,MLT,DE,0.0
2020,ammonia,MMR,DE,0.0
2020,ammonia,MNE,DE,0.0
2020,ammonia,MNG,DE,0.0
2020,ammonia,MOZ,DE,0.0
2020,ammonia,MRT,DE,0.0
2020,ammonia,MSR,DE,0.0
2020,ammonia,MUS,DE,0.0
2020,ammonia,MWI,DE,0.0
2020,ammonia,MYS,DE,0.00029082663882130363
2020,ammonia,NAM,DE,0.0
2020,ammonia,NER,DE,0.0
2020,ammonia,NFK,DE,0.0
2020,ammonia,NGA,DE,0.00500830218666206
2020,ammonia,NIC,DE,0.0
2020,ammonia,NLD,DE,0.0
2020,ammonia,NOR,DE,0.0
2020,ammonia,NPL,DE,0.0
2020,ammonia,NRU,DE,0.0
2020,ammonia,NZL,DE,0.0
2020,ammonia,OMN,DE,0.0
2020,ammonia,PAK,DE,0.667288643730862
2020,ammonia,PAN,DE,0.0
2020,ammonia,PER,DE,0.0
2020,ammonia,PHL,DE,0.0
2020,ammonia,PLW,DE,0.0
2020,ammonia,PNG,DE,0.0
2020,ammonia,POL,DE,0.0
2020,ammonia,PRK,DE,0.0
2020,ammonia,PRT,DE,0.0
2020,ammonia,PRY,DE,0.0
2020,ammonia,PSE,DE,0.0
2020,ammonia,PYF,DE,0.0
2020,ammonia,QAT,DE,0.0
2020,ammonia,ROU,DE,0.0
2020,ammonia,RUS,DE,0.0
2020,ammonia,RWA,DE,0.0010374467121341082
2020,ammonia,S19,DE,0.0
2020,ammonia,SAU,DE,0.0
2020,ammonia,SDN,DE,0.0
2020,ammonia,SEN,DE,0.0
2020,ammonia,SGP,DE,0.13968087193842182
2020,ammonia,SGS,DE,0.0
2020,ammonia,SLB,DE,0.0
2020,ammonia,SLE,DE,0.0
2020,ammonia,SLV,DE,0.0
2020,ammonia,SOM,DE,0.0
2020,ammonia,SRB,DE,0.0
2020,ammonia,SSD,DE,0.0
2020,ammonia,STP,DE,0.0
2020,ammonia,SUR,DE,0.0
2020,ammonia,SVK,DE,0.0
2020,ammonia,SVN,DE,0.0
2020,ammonia,SWE,DE,0.0
2020,ammonia,SWZ,DE,0.0
2020,ammonia,SXM,DE,0.0
2020,ammonia,SYC,DE,0.0
2020,ammonia,SYR,DE,0.0
2020,ammonia,TCA,DE,0.0
2020,ammonia,TGO,DE,0.0
2020,ammonia,THA,DE,0.06665361589244112
2020,ammonia,TJK,DE,0.0
2020,ammonia,TKM,DE,0.0
2020,ammonia,TLS,DE,0.0
2020,ammonia,TON,DE,0.0
2020,ammonia,TTO,DE,0.0
2020,ammonia,TUN,DE,0.0
2020,ammonia,TUR,DE,0.004530189557174334
2020,ammonia,TZA,DE,0.01508781020434439
2020,ammonia,UGA,DE,0.05867399009110983
2020,ammonia,UKR,DE,0.0
2020,ammonia,URY,DE,0.0
2020,ammonia,USA,DE,0.0
2020,ammonia,UZB,DE,0.0
2020,ammonia,VAT,DE,0.0
2020,ammonia,VCT,DE,0.0
2020,ammonia,VEN,DE,0.0
2020,ammonia,VGB,DE,0.0
2020,ammonia,VNM,DE,0.0
2020,ammonia,VUT,DE,0.0
2020,ammonia,WSM,DE,0.0
2020,ammonia,X1 ,DE,0.0
2020,ammonia,X2 ,DE,0.0
2020,ammonia,XX ,DE,0.0
2020,ammonia,YEM,DE,0.0
2020,ammonia,ZAF,DE,0.0
2020,ammonia,ZMB,DE,0.0
2020,ammonia,ZWE,DE,0.0
2020,ammonia,_X ,DE,0.0
2020,urea,ABW,DE,0.0
2020,urea,AFG,DE,0.0
2020,urea,AGO,DE,0.0
2020,urea,ALB,DE,0.0
2020,urea,AND,DE,0.0
2020,urea,ARE,DE,0.0
2020,urea,ARG,DE,0.013745232159246504
2020,urea,ARM,DE,0.7679868184055881
2020,urea,ATG,DE,0.0
2020,urea,AUS,DE,0.6909130655633521
2020,urea,AUT,DE,0.0
2020,urea,AZE,DE,0.0
2020,urea,BDI,DE,0.3772876942614492
2020,urea,BEL,DE,0.0010529047802323912
2020,urea,BEN,DE,0.0
2020,urea,BFA,DE,0.0
2020,urea,BGD,DE,0.0
2020,urea,BGR,DE,0.0
2020,urea,BHR,DE,0.0
2020,urea,BHS,DE,0.0
2020,urea,BIH,DE,0.0
2020,urea,BLM,DE,0.0
2020,urea,BLR,DE,0.0
2020,urea,BLZ,DE,0.0
2020,urea,BMU,DE,0.0
2020,urea,BOL,DE,0.0
2020,urea,BRA,DE,0.3839617087409494
2020,urea,BRB,DE,0.0
2020,urea,BRN,DE,0.0
2020,urea,BTN,DE,0.0
2020,urea,BWA,DE,0.0
2020,urea,CAF,DE,0.0
2020,urea,CAN,DE,0.00886626518498783
2020,urea,CHE,DE,0.00019250817469194668
2020,urea,CHL,DE,0.0
2020,urea,CHN,DE,0.0
2020,urea,CIV,DE,0.0
2020,urea,CMR,DE,0.0
2020,urea,COD,DE,0.002728870535417964
2020,urea,COG,DE,0.0
2020,urea,COL,DE,0.0
2020,urea,CPV,DE,0.0
2020,urea,CRI,DE,0.0
2020,urea,CUB,DE,0.0
2020,urea,CUW,DE,0.0
2020,urea,CYM,DE,0.0
2020,urea,CYP,DE,0.0
2020,urea,CZE,DE,0.0
2020,urea,DEU,DE,0.0015283155644030824
2020,urea,DJI,DE,0.0
2020,urea,DNK,DE,0.0
2020,urea,DOM,DE,0.0
2020,urea,DZA,DE,0.0
2020,urea,E19,DE,0.0
2020,urea,ECU,DE,0.0
2020,urea,EGY,DE,0.1716765546270729
2020,urea,ERI,DE,0.0
2020,urea,ESP,DE,0.00765805150305029
2020,urea,EST,DE,0.0
2020,urea,ETH,DE,0.0
2020,urea,FIN,DE,0.0
2020,urea,FJI,DE,0.0
2020,urea,FRA,DE,0.00017638490717072303
2020,urea,FRO,DE,0.0
2020,urea,GAB,DE,0.0
2020,urea,GBR,DE,0.0
2020,urea,GEO,DE,0.0
2020,urea,GHA,DE,0.0001921580823346555
2020,urea,GIB,DE,0.0
2020,urea,GIN,DE,0.0
2020,urea,GMB,DE,0.0
2020,urea,GNQ,DE,0.0
2020,urea,GRC,DE,0.04062296402079488
2020,urea,GRD,DE,0.0
2020,urea,GTM,DE,0.0
2020,urea,GUY,DE,0.0
2020,urea,HKG,DE,0.0017066547764833873
2020,urea,HND,DE,0.0
2020,urea,HRV,DE,0.0
2020,urea,HTI,DE,0.0
2020,urea,HUN,DE,0.0
2020,urea,IDN,DE,0.0
2020,urea,IND,DE,0.15618774367512053
2020,urea,IOT,DE,0.0
2020,urea,IRL,DE,0.0
2020,urea,IRN,DE,0.0
2020,urea,IRQ,DE,0.0
2020,urea,ISL,DE,0.0
2020,urea,ISR,DE,0.0
2020,urea,ITA,DE,0.0
2020,urea,JAM,DE,0.0
2020,urea,JOR,DE,0.0
2020,urea,JPN,DE,0.1442467198688151
2020,urea,KAZ,DE,0.0
2020,urea,KEN,DE,0.9246710775269535
2020,urea,KGZ,DE,0.0
2020,urea,KHM,DE,0.00884006013537319
2020,urea,KIR,DE,0.0
2020,urea,KNA,DE,0.0
2020,urea,KOR,DE,0.17494921997420315
2020,urea,KWT,DE,0.0
2020,urea,LAO,DE,0.0
2020,urea,LBN,DE,0.0
2020,urea,LBR,DE,0.0
2020,urea,LBY,DE,0.0
2020,urea,LCA,DE,0.0
2020,urea,LKA,DE,0.0
2020,urea,LSO,DE,0.0
2020,urea,LTU,DE,0.0
2020,urea,LUX,DE,0.0
2020,urea,LVA,DE,0.0
2020,urea,MAC,DE,0.0
2020,urea,MAR,DE,0.0
2020,urea,MDA,DE,0.0
2020,urea,MDG,DE,0.0
2020,urea,MDV,DE,0.0
2020,urea,MEX,DE,0.0
2020,urea,MHL,DE,0.0
2020,urea,MKD,DE,0.0
2020,urea,MLI,DE,0.0
2020,urea,MLT,DE,0.0
2020,urea,MMR,DE,0.17073048394888218
2020,urea,MNE,DE,0.0
2020,urea,MNG,DE,0.0
2020,urea,MOZ,DE,0.3139829285096114
2020,urea,MRT,DE,0.0
2020,urea,MSR,DE,0.0
2020,urea,MUS,DE,0.0036939643745885114
2020,urea,MWI,DE,0.6631249968573808
2020,urea,MYS,DE,0.16549442569695616
2020,urea,NAM,DE,0.0
2020,urea,NER,DE,0.0
2020,urea,NFK,DE,0.0
2020,urea,NGA,DE,0.0
2020,urea,NIC,DE,0.0
2020,urea,NLD,DE,0.0
2020,urea,NOR,DE,0.0
2020,urea,NPL,DE,0.0
2020,urea,NRU,DE,0.0
2020,urea,NZL,DE,0.6480487517206447
2020,urea,OMN,DE,0.0
2020,urea,PAK,DE,0.0
2020,urea,PAN,DE,0.0
2020,urea,PER,DE,0.0
2020,urea,PHL,DE,0.19677662567639148
2020,urea,PLW,DE,0.0
2020,urea,PNG,DE,0.0
2020,urea,POL,DE,0.0
2020,urea,PRK,DE,0.0
2020,urea,PRT,DE,0.0
2020,urea,PRY,DE,0.14072199940077032
2020,urea,PSE,DE,0.0
2020,urea,PYF,DE,0.0
2020,urea,QAT,DE,0.0
2020,urea,ROU,DE,0.0010643392700354127
2020,urea,RUS,DE,0.0
2020,urea,RWA,DE,0.9999890597608794
2020,urea,S19,DE,0.0
2020,urea,SAU,DE,0.0
2020,urea,SDN,DE,0.0
2020,urea,SEN,DE,0.11305723385658668
2020,urea,SGP,DE,0.36374883164671457
2020,urea,SGS,DE,0.0
2020,urea,SLB,DE,0.0
2020,urea,SLE,DE,0.0
2020,urea,SLV,DE,0.0
2020,urea,SOM,DE,0.0
2020,urea,SRB,DE,0.016574767257019483
2020,urea,SSD,DE,0.0
2020,urea,STP,DE,0.0
2020,urea,SUR,DE,0.0
2020,urea,SVK,DE,0.0
2020,urea,SVN,DE,0.0
2020,urea,SWE,DE,0.0
2020,urea,SWZ,DE,0.0
2020,urea,SXM,DE,0.0
2020,urea,SYC,DE,0.046458898162227855
2020,urea,SYR,DE,0.0
2020,urea,TCA,DE,0.0
2020,urea,TGO,DE,0.0
2020,urea,THA,DE,0.7149210897972242
2020,urea,TJK,DE,0.0
2020,urea,TKM,DE,0.0
2020,urea,TLS,DE,0.0
2020,urea,TON,DE,0.0
2020,urea,TTO,DE,0.0
2020,urea,TUN,DE,0.0
2020,urea,TUR,DE,0.20863843828090722
2020,urea,TZA,DE,0.43622348012816525
2020,urea,UGA,DE,0.5939806681149837
2020,urea,UKR,DE,0.0
2020,urea,URY,DE,0.06726742472867601
2020,urea,USA,DE,0.38991365551636936
2020,urea,UZB,DE,0.0
2020,urea,VAT,DE,0.0
2020,urea,VCT,DE,0.0
2020,urea,VEN,DE,0.0
2020,urea,VGB,DE,0.0
2020,urea,VNM,DE,0.002445850889414034
2020,urea,VUT,DE,0.0
2020,urea,WSM,DE,0.0
2020,urea,X1 ,DE,0.0
2020,urea,X2 ,DE,0.0
2020,urea,XX ,DE,0.0
2020,urea,YEM,DE,0.0
2020,urea,ZAF,DE,0.774232082662328
2020,urea,ZMB,DE,0.35581604281534684
2020,urea,ZWE,DE,0.3001485053933416
2020,urea,_X ,DE,0.0
2020,lpg_propane,ABW,DE,0.0
2020,lpg_propane,AFG,DE,0.0
2020,lpg_propane,AGO,DE,0.0014293262336730964
2020,lpg_propane,ALB,DE,0.0
2020,lpg_propane,AND,DE,0.0
2020,lpg_propane,ARE,DE,0.0
2020,lpg_propane,ARG,DE,0.0
2020,lpg_propane,ARM,DE,0.03520443597396964
2020,lpg_propane,ATG,DE,0.0
2020,lpg_propane,AUS,DE,0.0
2020,lpg_propane,AUT,DE,0.0
2020,lpg_propane,AZE,DE,0.0
2020,lpg_propane,BDI,DE,0.0
2020,lpg_propane,BEL,DE,0.0
2020,lpg_propane,BEN,DE,0.0
2020,lpg_propane,BFA,DE,0.0
2020,lpg_propane,BGD,DE,0.0
2020,lpg_propane,BGR,DE,0.0
2020,lpg_propane,BHR,DE,0.0
2020,lpg_propane,BHS,DE,0.0
2020,lpg_propane,BIH,DE,0.0
2020,lpg_propane,BLM,DE,0.0
2020,lpg_propane,BLR,DE,0.0
2020,lpg_propane,BLZ,DE,0.0
2020,lpg_propane,BMU,DE,0.0
2020,lpg_propane,BOL,DE,0.0
2020,lpg_propane,BRA,DE,0.0
2020,lpg_propane,BRB,DE,0.0
2020,lpg_propane,BRN,DE,0.0
2020,lpg_propane,BTN,DE,0.0
2020,lpg_propane,BWA,DE,0.0
2020,lpg_propane,CAF,DE,0.0
2020,lpg_propane,CAN,DE,1.272494147358911e-05
2020,lpg_propane,CHE,DE,0.0
2020,lpg_propane,CHL,DE,0.0
2020,lpg_propane,CHN,DE,0.44481124416655293
2020,lpg_propane,CIV,DE,0.0
2020,lpg_propane,CMR,DE,0.0
2020,lpg_propane,COD,DE,0.0
2020,lpg_propane,COG,DE,0.0
2020,lpg_propane,COL,DE,0.0
2020,lpg_propane,CPV,DE,0.0
2020,lpg_propane,CRI,DE,0.0
2020,lpg_propane,CUB,DE,0.0
2020,lpg_propane,CUW,DE,0.0
2020,lpg_propane,CYM,DE,0.0
2020,lpg_propane,CYP,DE,0.0
2020,lpg_propane,CZE,DE,0.0
2020,lpg_propane,DEU,DE,0.0
2020,lpg_propane,DJI,DE,0.0
2020,lpg_propane,DNK,DE,0.0
2020,lpg_propane,DOM,DE,0.0
2020,lpg_propane,DZA,DE,0.0
2020,lpg_propane,E19,DE,0.0
2020,lpg_propane,ECU,DE,0.0
2020,lpg_propane,EGY,DE,0.0
2020,lpg_propane,ERI,DE,0.0
2020,lpg_propane,ESP,DE,0.0
2020,lpg_propane,EST,DE,0.0
2020,lpg_propane,ETH,DE,0.0
2020,lpg_propane,FIN,DE,0.0
2020,lpg_propane,FJI,DE,0.0
2020,lpg_propane,FRA,DE,0.0
2020,lpg_propane,FRO,DE,0.0
2020,lpg_propane,GAB,DE,0.0
2020,lpg_propane,GBR,DE,0.0
2020,lpg_propane,GEO,DE,0.0
2020,lpg_propane,GHA,DE,0.0
2020,lpg_propane,GIB,DE,0.0
2020,lpg_propane,GIN,DE,0.0
2020,lpg_propane,GMB,DE,0.0
2020,lpg_propane,GNQ,DE,0.0
2020,lpg_propane,GRC,DE,0.0
2020,lpg_propane,GRD,DE,0.0
2020,lpg_propane,GTM,DE,0.0
2020,lpg_propane,GUY,DE,0.0
2020,lpg_propane,HKG,DE,0.0
2020,lpg_propane,HND,DE,0.0
2020,lpg_propane,HRV,DE,0.0
2020,lpg_propane,HTI,DE,0.0
2020,lpg_propane,HUN,DE,0.0
2020,lpg_propane,IDN,DE,0.5759840992639389
2020,lpg_propane,IND,DE,0.908969609353806
2020,lpg_propane,IOT,DE,0.0
2020,lpg_propane,IRL,DE,0.0
2020,lpg_propane,IRN,DE,0.0
2020,lpg_propane,IRQ,DE,0.0
2020,lpg_propane,ISL,DE,0.0
2020,lpg_propane,ISR,DE,0.0
2020,lpg_propane,ITA,DE,0.0
2020,lpg_propane,JAM,DE,0.0
2020,lpg_propane,JOR,DE,0.0
2020,lpg_propane,JPN,DE,0.07712091133279034
2020,lpg_propane,KAZ,DE,0.0
2020,lpg_propane,KEN,DE,0.0
2020,lpg_propane,KGZ,DE,0.0
2020,lpg_propane,KHM,DE,0.0
2020,lpg_propane,KIR,DE,0.0
2020,lpg_propane,KNA,DE,0.0
2020,lpg_propane,KOR,DE,0.015551742452040523
2020,lpg_propane,KWT,DE,0.0
2020,lpg_propane,LAO,DE,0.0
2020,lpg_propane,LBN,DE,0.0
2020,lpg_propane,LBR,DE,0.0
2020,lpg_propane,LBY,DE,0.0
