year,layer,country,DE,SR,betweenness,katz,ppr,leontief,debtrank,pivi
2020,wheat,CMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,COD,0.0001685550634924213,18412.745,0.0,5.55272953751567,0.0002311164744511795,0.00018502661678936023,0.0001685550634924213,5.772339577221522e-07
2020,wheat,COG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,COL,0.0,0.0,0.0,6.061215877699333,0.00010098133995305316,8.383389765455055e-05,2.5631554565789513e-06,0.0
2020,wheat,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,CRI,0.0,0.0,0.0,6.060305333554859,3.6932508255216356e-06,8.447893245147312e-05,4.039689416715418e-06,0.0
2020,wheat,CUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,CUW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,CYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,CYP,0.0,0.0,0.0,3.8817406945222253,0.0008401317115825132,1.5284557912011e-05,1.1475756557634823e-08,1.1475756557634823e-08
2020,wheat,CZE,0.0,0.0,0.011032144184318098,3.806569569442499,0.001213268244994153,1.9669354248407068e-05,1.4478715030970022e-06,1.4478715030970022e-06
2020,wheat,DEU,7.80439220742072e-06,7139.648,0.18383036046079526,4.275280307108448,0.019957431053607037,3.1860504645882716e-05,7.80439220742072e-06,3.556346375761291e-07
2020,wheat,DJI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,DNK,0.0,0.0,0.0026012634708286885,4.863489630381178,0.0011691922195317327,3.982455315888978e-05,3.6099043709847113e-06,3.6099043709847117e-06
2020,wheat,DOM,0.0,0.0,0.0,6.050635666133718,0.000314874388666965,8.895718725965987e-05,5.505889574970931e-06,5.505889574970931e-06
2020,wheat,DZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,E19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,ECU,0.0,0.0,0.0,6.024455999433115,7.032346543565643e-05,8.227553744573044e-05,3.261334651668332e-06,0.0
2020,wheat,EGY,0.0,0.0,0.005527684875510963,5.518077499035836,0.0010414019942872397,1.877920368472147e-05,6.399417101895649e-11,6.399417101895649e-11
2020,wheat,ERI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,ESP,0.0,0.0,0.021019137866963956,4.821391821050561,0.007030361119951592,3.890064313748441e-05,5.7025773589964534e-06,5.7025773589964534e-06
2020,wheat,EST,0.0,0.0,0.0,5.377686793772081,1.4847319143861775e-06,4.533234201710807e-05,3.334762038118868e-08,3.334762038118868e-08
2020,wheat,ETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,FIN,0.0,0.0,0.0,5.185346202288862,0.0004103070746196692,3.1381941746074044e-05,9.983733947029479e-07,9.983733947029479e-07
2020,wheat,FJI,0.0,0.0,0.0,6.084323209165093,1.5674815117377403e-05,7.991494595510172e-05,1.1277967587978162e-07,0.0
2020,wheat,FRA,0.0,0.0,0.09401709401709402,4.554147321003111,0.013694423521374777,3.46085859863675e-05,3.6066379150070193e-06,3.60663791500702e-06
2020,wheat,FRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,GBR,0.0003843481054882899,201280.38499999998,0.1651570048309179,5.195369806622746,0.023035797266552565,0.0004223346404878974,0.0003843481054882899,4.7264148450948835e-06
2020,wheat,GEO,0.0,0.0,0.0,5.909531115740135,3.008591919050685e-05,1.2593664702595426e-05,4.228040343750248e-08,4.228040343750248e-08
2020,wheat,GHA,1.6478152880671793e-05,695.0569999999999,0.002879970271274619,5.93421597935534,1.5872148997362357e-05,7.423676191776746e-05,1.6478152880671793e-05,8.282861183286655e-15
2020,wheat,GIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,GMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,GNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,GRC,0.0,0.0,0.005922519509476031,4.863752149687891,0.0029886098257777835,2.077467577607833e-05,1.104882262059231e-07,1.104882262059231e-07
2020,wheat,GRD,0.0,0.0,0.0,6.049688493212969,1.2449823421585735e-06,8.62967031376287e-05,9.064631322418427e-06,0.0
2020,wheat,GTM,0.0,0.0,0.0,6.053939276079859,9.702836150229069e-05,8.547281132537748e-05,7.082506109800273e-06,0.0
2020,wheat,GUY,0.0,0.0,0.0,6.049688493212969,8.79585564126968e-06,8.62967031376287e-05,9.064631322418427e-06,0.0
2020,wheat,HKG,0.0,0.0,0.0,5.993083828317144,5.145450779217656e-06,8.478405272245624e-05,8.262736028720554e-06,0.0
2020,wheat,HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,HRV,0.0,0.0,4.645113340765515e-05,3.782733605538751,0.00028879315160703766,1.320741806924958e-05,2.4241119286697306e-09,2.4241119286697306e-09
2020,wheat,HTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,HUN,0.0,0.0,0.01435340022296544,3.744098744252388,0.0002644449322800506,1.4764477527082021e-05,2.8135934961035605e-07,2.8135934961035605e-07
2020,wheat,IDN,0.0,0.0,0.0,5.684727749442339,0.00032610962370301316,6.362179161343738e-05,9.284269326613263e-12,9.284269326613263e-12
2020,wheat,IND,0.0,0.0,0.0,5.905772837386687,2.507790718116658e-06,0.0001567649410904246,9.062420537379e-05,9.062420537379e-05
2020,wheat,IOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,IRL,0.0,0.0,0.002879970271274619,5.103578757502177,0.003605268245863003,0.00015187436183148478,0.00012021688782584373,0.00012021688782584373
2020,wheat,IRN,0.0,0.0,0.0,0.0,0.05251372625043836,0.0,1.0,0.0
2020,wheat,IRQ,0.0,0.0,0.0,0.0,0.05251372625043836,0.0,1.0,0.0
2020,wheat,ISL,0.0,0.0,0.0,4.937412649284294,0.00022600372836590002,8.233040469192009e-05,5.06792879352947e-05,5.06792879352947e-05
2020,wheat,ISR,0.0,0.0,0.0025780379041248605,5.117424547740906,0.001255577010539554,2.1651952342574165e-05,2.3250882962265818e-07,2.3250882962265818e-07
2020,wheat,ITA,0.0,0.0,0.028683574879227056,4.900408048613218,0.03226384224947573,4.5929567727849595e-05,2.651674098382583e-06,2.6516740983825826e-06
2020,wheat,JAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,JPN,0.0,0.0,0.0,6.058668246676986,0.0005029444489834668,8.391383340011359e-05,6.273415761753638e-10,6.273415761753638e-10
2020,wheat,KAZ,0.0,0.0,0.009499256781865478,5.9015406321826385,0.0005574083547854546,1.2432828347469814e-05,7.1002773614030005e-09,7.1002773614030005e-09
2020,wheat,KEN,0.0,0.0,0.00536510590858417,5.644208590706388,0.000979148709657942,4.562706101238889e-05,7.97811866024064e-07,7.97811866024064e-07
2020,wheat,KGZ,0.0,0.0,0.0028567447045707915,5.926285776555724,0.0003137480896628372,1.2094869475826518e-05,1.886899503366026e-09,1.886899503366026e-09
2020,wheat,KHM,0.0,0.0,0.0,5.823758980471171,6.470761568659088e-05,6.696812703700915e-05,2.2289512494651336e-06,0.0
2020,wheat,KIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,KNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,KOR,0.0,0.0,0.0,5.815660956022259,0.00233485695149967,7.10431282370281e-05,3.2892127354930814e-07,3.2892127354930814e-07
2020,wheat,KWT,0.0,0.0,0.0,0.0,0.05251372625043836,0.0,1.0,0.0
2020,wheat,LAO,0.0,0.0,0.0,5.955629183434521,1.766269321574489e-06,5.7945934810244656e-05,5.052724464936412e-12,0.0
2020,wheat,LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,LBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,LBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,LKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,LSO,0.0,0.0,0.0,4.8450630995787005,0.001561041651095814,2.7065972264877856e-05,3.1393475511355295e-06,3.1393475511355295e-06
2020,wheat,LTU,0.0,0.0,0.002183203270159792,5.106835076116012,0.00020390761977849943,5.129991186891009e-05,1.81923868066035e-05,1.81923868066035e-05
2020,wheat,LUX,3.10093182817813e-06,119.563,0.002879970271274619,4.784625561171239,0.002624334541456185,3.816559661092002e-05,3.10093182817813e-06,1.367062941504487e-06
2020,wheat,LVA,0.0,0.0,0.009615384615384616,5.292559061267958,8.082326237015881e-05,4.729733754043891e-05,6.189493173628195e-08,6.189493173628195e-08
2020,wheat,MAC,0.0,0.0,0.0,5.530306478563301,7.28760941037906e-07,5.686052393806055e-05,8.027478383477325e-07,0.0
2020,wheat,MAR,0.0,0.0,0.0,5.246746686174615,0.00430094949418023,4.3601093018677936e-05,5.107868845716263e-07,5.107868845716263e-07
2020,wheat,MDA,0.0,0.0,0.0,4.736616245858967,6.79462391287864e-07,2.132192209805102e-05,1.3678734607720322e-07,1.3678734607720322e-07
2020,wheat,MDG,2.382786480560604e-06,46.352,0.0,5.687430377254229,1.4215581335895819e-06,2.9632568147123406e-05,2.382786480560604e-06,0.0
2020,wheat,MDV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,MEX,0.0,0.0,0.0010683760683760685,6.050526964156926,0.00029981438800699,8.434444050794234e-05,7.291147725553887e-06,0.0
2020,wheat,MHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,MKD,0.0,0.0,0.0,4.52901804364436,6.961824071325651e-05,2.201749189938975e-05,1.1204856703371828e-07,1.1204856703371828e-07
2020,wheat,MLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,MLT,0.0,0.0,0.0,4.982665166077388,8.984603428051603e-05,1.8791313685975602e-05,1.6233043089272916e-06,1.6233043089272916e-06
2020,wheat,MMR,0.0,0.0,0.0,5.889096940933611,3.666969931194199e-05,7.242632899638447e-05,2.616277055542561e-06,0.0
2020,wheat,MNE,0.0,0.0,0.0,4.728605490727026,7.3369847558575684e-06,2.407927378388096e-05,1.2831608860797573e-10,1.2831608860797573e-10
2020,wheat,MNG,0.0,0.0,0.0,5.911120004959115,2.98205914991533e-07,1.2228110996793803e-05,2.1624720903386986e-07,0.0
2020,wheat,MOZ,0.03469707014389173,7409643.994,0.012030843552582684,5.307436866808827,0.047269797553356196,0.033431086382231474,0.03469707014389173,4.444076812382296e-06
2020,wheat,MRT,0.0,0.0,0.0,5.105707915032701,0.0004068977947742721,2.9246554219074063e-05,3.368669430345523e-07,3.368669430345523e-07
2020,wheat,MSR,0.0,0.0,0.0,6.049688493212969,1.3865293205699284e-11,8.62967031376287e-05,9.064631322418427e-06,0.0
2020,wheat,MUS,0.0,0.0,0.0,4.7143914439513654,0.00019502663155771723,3.258110502260608e-05,2.21491595875337e-06,2.21491595875337e-06
2020,wheat,MWI,0.10496670004275055,4675345.63,0.0,5.180411757473397,0.051434326793461806,0.10113441157614919,0.10496670004275055,0.00010899926410396159
2020,wheat,MYS,0.0,0.0,0.047658862876254184,5.740329630768952,0.000513027153643492,6.443294575574062e-05,2.0875718644033922e-07,2.0875718644033922e-07
2020,wheat,NAM,0.0,0.0,0.0028567447045707915,5.745557016783585,0.002556191492793714,3.0009784531141142e-05,7.081296236136062e-07,7.081296236136062e-07
2020,wheat,NER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,NFK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,NGA,3.7677592465485025e-06,8009.044,0.0,5.706535720021926,0.006308573031242354,6.554652392866712e-05,3.7677592465485025e-06,6.152936791595078e-06
2020,wheat,NIC,0.0,0.0,0.0,5.943176836876123,2.422272953327548e-06,2.8150474878917087e-05,1.3402831872200102e-06,0.0
2020,wheat,NLD,2.7186602957052995e-07,261.618,0.07801467855815682,4.7661006129390175,0.026672268262863345,4.041087518503107e-05,2.7186602957052995e-07,9.841990531385799e-06
2020,wheat,NOR,2.0574818381855724e-06,147.552,0.002879970271274619,4.755174719458699,0.0008109284390558094,2.867296161798654e-05,2.0574818381855724e-06,2.644687434585253e-06
2020,wheat,NPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,NRU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,NZL,0.0,0.0,0.0,6.057366268108102,3.717074287833091e-05,7.916590295454434e-05,2.3490186608576058e-14,2.3490186608576058e-14
2020,wheat,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,PAK,0.0,0.0,0.0,5.2942238008718165,0.0007245793965471017,1.8857990253514946e-05,6.562288076680645e-07,6.562288076680645e-07
2020,wheat,PAN,0.0,0.0,0.0,6.049688493212969,1.7364979024186863e-05,8.62967031376287e-05,9.064631322418427e-06,0.0
2020,wheat,PER,0.0,0.0,0.0,6.017990393808586,2.550620640654751e-05,8.102388282696195e-05,1.1949506332490382e-06,0.0
2020,wheat,PHL,0.0,0.0,0.0,5.748158000631751,0.0013268847960369288,6.53634136417224e-05,5.663946264015451e-06,0.0
2020,wheat,PLW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,PNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,POL,0.0,0.0,0.012750836120401338,4.112031024542431,0.00045159574103619535,1.9885440822595796e-05,6.644144877663944e-07,6.644144877663944e-07
2020,wheat,PRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,PRT,8.12613429959213e-08,23.656,0.0006270903010033445,4.945460719045864,0.0036899583868851785,4.5178735773931365e-05,8.12613429959213e-08,7.72937423977072e-06
2020,wheat,PRY,0.0,0.0,0.0,5.975545587215358,2.5223804075714947e-08,7.141710475865008e-05,1.2021342007895733e-06,0.0
2020,wheat,PSE,0.0,0.0,0.0,5.303436172718875,0.0010624775845506384,1.7036160130690545e-05,2.239304496505643e-07,0.0
2020,wheat,PYF,0.0,0.0,0.0,6.073200863638198,1.9236624820848773e-06,7.951781429910954e-05,1.4201948935225384e-07,0.0
2020,wheat,QAT,0.0,0.0,0.0,5.222736177357778,0.05251393834056027,1.9992779407118633e-05,1.0,0.0
2020,wheat,ROU,0.0,0.0,0.002345782237086585,4.2701503130837155,0.0009401107817632593,1.6801329414500798e-05,3.727207963204724e-08,3.727207963204724e-08
2020,wheat,RUS,0.0,0.0,0.03304998141954664,5.8660790561804035,8.195942866909335e-05,1.2708479272336786e-05,2.1624677063242876e-07,2.1624677063242876e-07
2020,wheat,RWA,0.0,0.0,0.0,5.76419889766668,0.0005506692406948727,2.5806553771243823e-05,3.6748815655616257e-07,3.6748815655616257e-07
2020,wheat,S19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SAU,0.0,0.0,0.0028567447045707915,4.7581021699544275,0.05315773039005583,2.5288192936345766e-05,1.0,4.141934021035521e-07
2020,wheat,SDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SEN,0.0,0.0,0.0,5.247514285529577,0.0002429934499493339,2.3307641096343776e-05,1.2278977723092747e-09,1.2278977723092747e-09
2020,wheat,SGP,0.0,0.0,0.0006503158677071721,6.063044770054644,0.0007443827557611245,8.199588649597785e-05,9.124776564233e-09,9.124776564233e-09
2020,wheat,SGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SLV,0.0,0.0,0.0,6.051996525812351,2.7655307258551012e-05,8.590153151718931e-05,7.972241368826507e-06,0.0
2020,wheat,SOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SRB,0.0,0.0,0.005434782608695652,4.49825940035691,0.0001836120872169429,2.5098829058598776e-05,1.3235060400641144e-07,1.3235060400641142e-07
2020,wheat,SSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,STP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SVK,0.0,0.0,0.00076644370122631,3.325064400808909,2.158280967331657e-05,1.4451731428398738e-05,1.897044383766427e-07,1.897044383766427e-07
2020,wheat,SVN,0.0,0.0,0.0029264214046822745,3.735152996659685,0.00017778360562249875,1.2844046599454182e-05,9.658950702175921e-08,9.658950702175921e-08
2020,wheat,SWE,0.0,0.0,0.005713489409141583,4.678455457184444,0.0009292705642565801,3.297095165318623e-05,3.8472559632104945e-06,3.847255963210495e-06
2020,wheat,SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SXM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,SYC,0.4202286884520457,86866.777,0.0,3.7741673788438996,0.0003642569477647838,0.40441222212326694,0.4202286884520457,0.0
2020,wheat,SYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TGO,0.0,0.0,0.0,5.928280548980479,1.5497009187761586e-05,3.78399049263115e-05,4.9070209217971736e-12,4.9070209217971736e-12
2020,wheat,THA,0.0,0.0,0.04933110367892977,5.673457812815039,0.0013389946068056231,5.912775165873287e-05,1.4896276840247674e-10,1.4896276840247674e-10
2020,wheat,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TTO,0.0,0.0,0.0,6.050786317577591,2.7519955843354003e-05,8.61110425013188e-05,2.4452752369987834e-12,2.4452752369987834e-12
2020,wheat,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,TUR,0.0002163769299226932,505134.0,0.01885916016350799,5.64460455975481,0.04759865183745554,0.00023241386273254182,0.0002163769299226932,2.4215612116853342e-08
2020,wheat,TZA,1.1458129432191211e-07,19.73,0.0,5.657789322898632,0.00038006338072405844,2.546125515789947e-05,1.1458129432191211e-07,4.158806076875929e-07
2020,wheat,UGA,0.0,0.0,0.0,5.565437214585835,0.0005311667133483396,3.940685944245047e-05,5.444759272904713e-07,5.444759272904713e-07
2020,wheat,UKR,0.0,0.0,0.002833519137866964,4.658356928643827,2.5833899299989655e-05,2.3822333799418902e-05,3.7278760958168054e-06,3.7278760958168054e-06
2020,wheat,URY,0.0,0.0,0.0,5.877857052452928,4.6088617991832075e-08,7.353355265428402e-05,1.3890871227253947e-07,0.0
2020,wheat,USA,0.0,0.0,0.12746191007060573,6.027032946353719,0.002611471922557663,8.968679440387196e-05,9.064631322418427e-06,9.064631322418425e-06
2020,wheat,UZB,0.0,0.0,0.0,5.941106114407693,0.0003583905502581732,1.1967662191181894e-05,1.0244512131260679e-08,0.0
2020,wheat,VAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,VCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,VEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,VGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,VNM,0.0,0.0,0.005411557041991825,5.926356243968697,0.0008028653132782358,6.026072028016646e-05,2.0093992435303605e-06,0.0
2020,wheat,VUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,WSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,X1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,X2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,XX ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,YEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,wheat,ZAF,5.6499403766981536e-09,2.675,0.04740338164251208,5.0887462452657015,0.07963022845541405,2.8595349906486645e-05,5.6499403766981536e-09,8.449806587105784e-07
2020,wheat,ZMB,0.0,0.0,0.002879970271274619,5.122370288467782,0.05343272904584624,0.0005526875994030582,0.0005568216920853785,0.0005568216920853785
2020,wheat,ZWE,0.0,0.0,0.013935340022296544,5.180429855157168,0.053922182037511195,0.0023841390101168834,0.0025359415964970136,0.002535941596497014
2020,wheat,_X ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ammonia,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ammonia,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ammonia,AGO,0.0,0.0,0.0,3.7911414477977337,0.0016110329378543526,0.1608773399138877,1.311868625646238e-05,1.311868625646238e-05
2020,ammonia,ALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ammonia,AND,0.0,0.0,0.0,3.515368730324928,3.949118350874631e-09,0.1366421098427238,3.57220535903171e-11,0.0
2020,ammonia,ARE,0.0,0.0,0.0,0.0,0.041753701327845165,0.0,1.0,0.0
2020,ammonia,ARG,0.0,0.0,0.004807692307692308,6.820507421885441,5.2116148842381976e-05,0.44393961649188934,0.0025092367223631716,0.0
2020,ammonia,ARM,0.0,0.0,0.0,5.9777742676419745,9.470096852578274e-07,0.2833029509860984,0.0008369867258766772,0.0
2020,ammonia,ATG,0.0,0.0,0.0,6.826220987564962,3.749865449335457e-06,0.4457777096492803,0.002542276678635018,0.0
2020,ammonia,AUS,0.6317895556717662,10765707.402999999,0.004900594574507618,5.133917105113145,0.006932604591730941,1.6531252333805453,0.6317895556717662,0.009396881535564495
2020,ammonia,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ammonia,AZE,0.14240936098014523,21858.4,0.0,5.192749457569979,4.086655890611754e-05,0.38832028333072444,0.14240936098014523,0.0021249263482574277
